ANSI,Year,corn,soyb,weat
29141,2008,120.0,41.5,43.0
29141,2009,119.0,43.5,51.0
29141,2010,119.1,46.0,33.9
29141,2011,63.5,38.1,54.0
29141,2012,40.5,20.2,70.5
29141,2013,126.2,38.1,69.3
29141,2014,147.3,,60.9
29141,2015,136.9,36.7,63.5
29141,2016,155.3,53.7,60.5
29141,2017,155.2,50.1,88.7
29141,2018,135.2,34.1,53.5
29141,2019,151.5,49.9,60.9
29143,2000,154.2,31.0,58.3
29143,2001,159.3,34.5,52.2
29143,2002,144.5,32.0,48.4
29143,2003,151.1,41.2,53.8
29143,2004,166.0,41.2,59.3
29143,2005,149.5,35.8,60.4
29143,2006,169.0,38.0,65.6
29143,2007,169.0,31.0,46.9
29143,2008,170.0,43.0,57.0
29143,2009,170.0,45.0,52.5
29143,2010,157.2,38.4,61.5
29143,2011,171.0,42.0,52.3
29143,2012,159.1,42.6,61.4
29143,2013,175.7,45.7,
29143,2014,197.6,50.9,
29143,2016,168.1,43.8,71.1
29143,2017,194.7,55.3,
29143,2019,173.0,40.0,74.5
29145,2000,107.1,19.0,38.8
29145,2001,121.7,32.2,50.0
29145,2002,94.4,23.5,39.1
29145,2003,84.5,24.3,55.7
29145,2004,132.2,31.1,50.3
29145,2005,68.2,26.8,49.0
29145,2007,142.0,35.0,27.7
29145,2008,131.0,37.0,41.5
29145,2009,133.0,41.0,38.0
29145,2016,144.8,48.3,64.1
29145,2017,154.3,58.0,82.2
29145,2018,77.8,,66.0
29145,2019,150.9,,59.2
29147,2000,129.7,37.5,38.2
29147,2001,116.8,41.3,45.4
29147,2002,86.5,33.3,53.6
29147,2003,107.0,30.3,57.9
29147,2004,151.3,47.7,50.0
29147,2005,142.8,50.8,51.4
29147,2006,140.0,44.0,50.8
29147,2007,124.0,46.0,40.8
29147,2008,123.0,35.5,34.0
29147,2009,148.0,47.5,43.0
29147,2010,121.3,45.2,45.1
29147,2011,122.1,36.9,47.3
29147,2012,88.1,35.1,
29147,2013,129.8,39.7,
29147,2014,194.3,52.9,59.4
29147,2015,137.5,40.3,
29147,2016,167.0,53.4,68.4
29147,2017,180.1,51.2,
29147,2018,124.9,42.6,
29151,2000,129.5,42.1,45.0
29151,2001,126.0,40.0,50.0
29151,2002,112.6,41.1,37.1
29151,2003,98.7,32.8,42.0
29151,2004,139.2,44.8,38.0
29151,2005,91.4,36.7,43.1
29151,2006,107.0,38.0,40.0
29151,2007,127.0,39.0,39.1
29151,2008,158.0,43.5,39.5
29151,2009,164.0,41.5,43.5
29151,2010,135.0,46.9,
29151,2011,119.5,42.4,44.0
29151,2012,78.0,28.0,
29151,2013,143.9,42.3,47.0
29151,2014,182.5,48.5,40.8
29151,2015,135.1,39.5,43.3
29151,2016,184.2,52.0,
29151,2017,167.6,54.5,51.0
29151,2018,158.2,45.4,
29151,2019,133.0,46.3,
29155,2000,139.4,23.0,57.2
29155,2001,154.1,29.9,51.5
29155,2002,127.9,31.2,43.4
29155,2003,128.0,39.1,52.5
29155,2004,145.7,40.0,52.1
29155,2005,133.9,32.9,54.3
29155,2006,155.0,40.0,61.1
29155,2007,164.0,31.0,44.6
29155,2008,151.0,41.5,51.5
29155,2009,160.0,44.5,47.0
29155,2010,140.0,33.1,58.1
29155,2012,160.1,39.4,59.1
29155,2013,173.9,41.0,76.1
29155,2014,179.2,41.4,61.0
29155,2016,159.7,43.9,72.5
29155,2018,175.7,46.9,50.8
29157,2000,145.4,38.4,47.0
29157,2001,147.0,42.3,49.0
29157,2002,95.7,38.1,39.2
29157,2003,106.1,32.1,54.6
29157,2004,157.2,43.9,43.7
29157,2005,114.6,40.2,54.8
29157,2006,129.0,36.0,45.8
29157,2007,136.0,32.0,42.1
29157,2008,154.0,47.0,50.5
29157,2009,156.0,47.0,45.0
29157,2010,132.1,43.9,43.6
29157,2011,104.7,36.3,42.0
29157,2012,60.7,32.2,59.8
29157,2013,160.6,42.2,
29157,2014,169.8,41.3,
29157,2015,160.9,48.5,57.3
29157,2017,137.3,48.5,65.9
29157,2018,152.0,52.4,
29159,2000,128.8,29.7,47.2
29159,2001,127.5,40.3,57.1
29159,2002,85.9,25.5,42.2
29159,2003,47.2,21.2,65.6
29159,2004,152.8,48.5,43.1
29159,2005,69.6,26.6,46.3
29159,2006,80.0,26.0,51.4
29159,2007,130.0,33.0,45.1
29159,2008,136.0,37.5,44.0
29159,2009,133.0,41.0,44.0
29159,2010,108.8,43.0,32.6
29159,2011,90.4,40.1,45.9
29159,2012,42.1,24.1,54.6
29159,2013,126.0,35.9,
29159,2014,187.5,49.3,61.0
29159,2015,107.5,34.5,50.2
29159,2016,166.5,53.0,70.2
29159,2017,182.2,50.9,77.4
29159,2018,159.6,42.7,51.3
29161,2000,102.7,,
29163,2000,154.9,43.7,56.3
29163,2001,119.4,44.3,49.3
29163,2002,89.6,42.2,47.7
29163,2003,113.4,31.9,64.7
29163,2004,163.0,44.5,52.3
29163,2005,70.3,29.6,56.9
29163,2006,132.0,36.0,63.0
29163,2007,112.0,27.0,52.4
29163,2008,149.0,41.0,54.5
29163,2009,151.0,39.5,43.5
29163,2010,131.0,47.6,30.9
29163,2011,112.7,29.8,49.7
29163,2012,43.0,24.5,53.4
29163,2013,157.1,38.3,60.4
29163,2014,192.9,43.2,61.8
29163,2015,96.3,,
29163,2016,163.0,51.4,
29163,2017,171.4,51.2,72.6
29163,2018,139.5,48.3,58.1
29165,2000,146.5,36.4,44.6
29165,2001,122.2,40.1,44.3
29165,2002,96.4,31.9,42.5
29165,2003,72.1,25.5,61.9
29165,2004,172.4,50.5,51.5
29165,2005,135.3,41.6,46.3
29165,2006,127.0,40.0,56.0
29165,2007,150.0,42.0,27.4
29165,2008,149.0,40.0,
29165,2009,157.0,47.5,44.5
29165,2010,133.5,42.0,39.8
29165,2012,83.7,33.8,53.6
29165,2015,135.7,42.6,31.1
29165,2016,160.1,52.0,
29165,2017,172.0,50.3,
29165,2018,158.8,44.8,
29165,2019,146.6,44.8,
29167,2000,111.3,20.0,43.5
29167,2001,116.9,29.3,45.0
29167,2002,72.9,29.1,35.0
29167,2003,87.1,32.1,51.0
29167,2004,104.7,42.6,46.8
29167,2005,60.6,27.6,35.0
29167,2011,60.0,29.5,
29167,2012,44.0,18.6,57.7
29167,2013,139.3,29.0,42.5
29167,2014,167.8,31.3,46.2
29167,2015,112.9,41.0,42.2
29167,2016,163.0,42.5,57.9
29167,2017,122.6,44.1,59.5
29167,2018,113.5,35.0,58.4
29167,2019,163.2,44.3,41.3
29169,2000,75.8,,
29169,2012,41.3,27.8,
29171,2000,131.7,39.5,
29171,2001,118.3,34.1,
29171,2002,106.5,38.8,50.0
29171,2003,112.1,30.8,60.9
29171,2004,145.7,43.4,44.0
29171,2005,117.0,43.8,48.3
29171,2006,138.0,40.0,65.0
29171,2007,135.0,41.0,
29171,2008,90.0,27.5,
29171,2009,149.0,36.0,29.5
29171,2010,93.0,40.7,
29171,2011,116.0,42.8,
29171,2012,65.6,25.5,
29171,2015,141.4,37.7,
29173,2000,171.7,43.0,54.6
29173,2001,123.0,44.2,51.2
29173,2002,75.2,36.2,50.0
29173,2003,97.6,30.9,69.5
29173,2004,181.7,49.7,54.1
29173,2005,50.2,26.6,55.5
29173,2006,135.0,40.0,63.0
29173,2007,136.0,37.0,58.5
29173,2008,143.0,35.5,50.0
29173,2009,148.0,43.5,50.5
29173,2010,121.2,43.9,37.3
29173,2011,106.7,31.6,45.6
29173,2012,40.7,21.1,67.0
29173,2013,148.2,34.1,
29173,2015,111.4,33.2,
29173,2016,174.1,49.8,62.7
29173,2017,160.1,48.7,88.3
29173,2018,148.6,,53.6
29173,2019,157.4,47.5,55.4
29175,2000,140.0,39.5,50.6
29175,2001,121.8,37.0,53.3
29175,2002,101.5,39.2,45.4
29175,2003,88.1,27.1,67.6
29175,2004,162.0,45.7,48.2
29175,2005,63.6,30.0,49.8
29175,2006,126.0,39.0,60.8
29175,2007,125.0,39.0,47.3
29175,2008,147.0,33.0,48.0
29175,2009,144.0,46.5,
29175,2010,96.8,38.4,
29175,2012,39.5,22.9,57.8
29175,2013,118.2,26.6,
29175,2014,171.9,,66.5
29175,2015,148.5,,
29175,2016,176.9,54.3,49.4
29175,2017,164.8,42.0,68.5
29175,2018,126.5,46.9,64.9
29175,2019,158.6,43.6,42.8
29177,2000,137.0,34.9,43.3
29177,2001,138.1,38.1,48.1
29177,2002,105.2,34.1,43.6
29177,2003,105.3,25.8,64.7
29177,2004,178.4,42.0,50.6
29177,2005,147.2,41.3,50.4
29177,2006,140.0,39.0,55.1
29177,2007,141.0,37.0,41.8
29177,2008,152.0,36.5,41.5
29177,2009,152.0,44.0,38.5
29177,2010,120.4,39.2,42.9
29177,2011,128.8,40.3,
29177,2012,87.7,31.9,
29177,2013,141.1,,
29177,2014,191.3,,53.5
29177,2017,179.6,51.0,
29177,2019,150.0,41.0,46.5
29181,2000,118.0,28.6,49.6
29181,2001,107.6,36.7,45.0
29181,2002,132.7,32.6,45.5
29181,2003,148.2,37.2,48.3
29181,2004,132.5,38.9,48.3
29181,2005,119.0,36.1,46.7
29181,2008,138.0,,38.0
29181,2009,122.0,30.0,
29181,2010,67.2,,
29181,2013,150.8,31.3,
29183,2000,152.8,45.6,44.9
29183,2001,140.9,43.1,53.0
29183,2002,95.6,36.4,40.2
29183,2003,141.1,38.0,60.3
29183,2004,169.6,49.5,48.7
29183,2005,119.0,38.5,44.3
29183,2006,133.0,43.0,52.2
29183,2007,146.0,40.0,45.4
29183,2008,164.0,48.0,53.0
29183,2009,169.0,47.5,47.5
29183,2010,149.1,49.3,39.8
29183,2011,121.0,36.9,47.5
29183,2012,68.5,35.7,50.8
29183,2013,153.0,41.8,58.7
29183,2014,179.3,49.5,61.5
29183,2015,142.2,46.8,63.4
29183,2016,169.0,54.6,70.8
29183,2017,155.1,47.3,64.6
29183,2018,161.9,54.0,68.6
29183,2019,173.3,46.6,69.9
29185,2000,121.1,16.0,47.8
29185,2001,108.1,34.5,55.6
29185,2002,79.7,20.8,37.1
29185,2003,57.8,23.6,55.1
29185,2004,121.1,37.2,40.6
29185,2005,85.9,34.1,46.4
29185,2006,109.0,22.0,37.7
29185,2007,115.0,32.0,36.1
29185,2010,125.6,37.5,29.5
29185,2011,35.8,20.4,40.7
29185,2012,45.0,16.9,
29185,2014,157.4,36.6,55.3
29185,2019,137.2,42.3,
29186,2000,142.5,38.4,47.2
29186,2001,150.7,45.1,53.9
29186,2002,100.4,35.8,35.0
29186,2003,119.3,34.9,51.1
29186,2004,164.9,44.3,44.1
29186,2005,115.7,41.1,49.2
29186,2006,135.0,34.0,44.3
29186,2007,127.0,35.0,41.4
29186,2008,155.0,49.5,47.5
29186,2009,150.0,42.0,49.0
29186,2010,143.4,47.3,48.0
29186,2011,119.5,39.9,48.2
29186,2012,69.1,33.2,55.0
29186,2013,163.3,42.2,57.8
29186,2014,191.5,45.5,66.5
29186,2015,147.2,46.3,
29186,2016,149.4,49.1,
29186,2017,135.3,40.4,64.0
29186,2018,172.0,56.8,
29186,2019,152.1,43.5,65.4
29187,2000,117.1,,
29187,2001,117.0,36.0,
29187,2002,109.4,38.3,36.7
29187,2003,114.0,36.0,50.0
29187,2004,130.0,43.8,
29187,2005,100.0,38.3,
29187,2007,102.0,,
29187,2010,140.0,49.4,
29187,2012,68.0,23.6,
29187,2014,164.7,44.6,
29187,2015,140.0,54.7,
29187,2016,142.1,,58.4
29187,2017,155.6,42.6,
29189,2000,143.9,37.9,44.6
29189,2001,137.5,46.1,47.0
29189,2002,106.9,40.0,46.7
29189,2003,112.4,37.1,55.3
29189,2004,154.8,47.9,42.7
29189,2005,115.6,40.6,45.0
29189,2006,120.0,39.0,
29189,2007,156.0,40.0,
29189,2008,138.0,40.5,
29189,2009,176.0,45.0,51.0
29189,2010,159.5,49.9,
29189,2011,146.0,39.4,49.3
29189,2012,74.7,38.8,47.5
29189,2013,158.1,34.6,48.6
29189,2014,183.7,49.5,59.2
29189,2015,150.7,,47.8
29189,2016,154.3,48.4,87.0
29189,2017,146.8,44.0,
29195,2000,148.4,39.3,49.7
29195,2001,147.1,44.6,46.4
29195,2002,124.2,42.3,44.6
29195,2003,125.6,33.9,60.2
29195,2004,179.1,48.8,51.0
29195,2005,126.6,42.9,52.1
29195,2006,152.0,42.0,57.4
29195,2007,156.0,45.0,47.0
29195,2008,165.0,45.0,45.0
29195,2009,164.0,50.5,49.0
29195,2010,140.5,49.8,42.1
29195,2011,142.0,48.5,38.0
29195,2012,84.3,34.8,58.1
29195,2013,153.4,42.3,
29195,2014,207.2,55.8,
29195,2015,163.5,49.2,
29195,2016,185.9,56.9,
29195,2017,198.9,58.8,
29195,2018,147.5,44.1,
29195,2019,192.2,57.3,
29197,2000,134.9,38.4,59.3
29197,2001,118.7,32.2,45.0
29197,2002,106.4,35.5,33.3
29197,2003,104.9,32.8,65.6
29197,2004,142.0,48.0,56.3
29197,2005,85.4,36.8,
29197,2006,132.0,39.0,55.6
29197,2007,124.0,39.0,39.7
29197,2008,106.0,27.0,42.5
29197,2009,122.0,34.5,32.0
29197,2010,74.7,39.4,
29197,2011,111.6,38.3,
29199,2000,159.5,42.3,57.8
29199,2001,118.2,40.0,53.4
29199,2002,118.6,41.9,52.3
29199,2003,127.9,34.4,71.0
29199,2004,167.3,48.2,52.3
29199,2005,80.8,39.8,57.3
29199,2006,149.0,43.0,74.3
29199,2007,136.0,43.0,54.0
29199,2008,125.0,31.5,49.5
29199,2009,149.0,37.5,46.5
29199,2010,81.8,41.4,
29199,2012,60.6,32.3,69.5
29199,2013,119.1,,57.0
29199,2014,179.6,46.2,
29199,2017,147.5,,74.4
29201,2000,152.7,31.3,53.2
29201,2001,161.9,36.1,60.0
29201,2002,136.9,36.0,42.8
29201,2003,154.2,36.8,53.6
29201,2004,165.0,41.5,50.1
29201,2005,151.8,38.8,59.1
29201,2006,159.0,42.0,57.2
29201,2007,177.0,34.0,35.1
29201,2008,170.0,45.5,53.5
29201,2009,173.0,44.5,51.0
29201,2010,150.6,42.0,57.5
29201,2011,158.2,37.3,54.4
29201,2012,139.2,36.7,57.6
29201,2015,177.3,43.0,
29201,2017,185.7,47.5,67.4
29201,2019,174.2,47.4,
29205,2000,163.3,45.0,55.5
29205,2001,124.2,41.8,55.7
29205,2002,94.1,38.5,53.0
29205,2003,109.3,32.1,66.0
29205,2004,170.9,47.9,63.8
29205,2005,64.5,33.8,53.4
29205,2006,141.0,42.0,66.1
29205,2007,142.0,44.0,61.4
29205,2008,133.0,32.0,50.5
29205,2009,142.0,44.0,
29205,2010,92.0,40.9,33.9
29205,2011,107.6,32.0,
29205,2012,35.5,29.4,
29205,2013,97.0,22.1,
29205,2014,184.0,49.2,
29205,2016,175.0,52.6,
29207,2000,148.3,36.5,60.8
29207,2001,155.8,38.4,57.1
29207,2002,146.7,39.6,45.9
29207,2003,158.9,39.2,58.0
29207,2004,156.6,39.4,61.2
29207,2005,140.8,38.3,59.8
29207,2006,157.0,41.0,64.7
29207,2007,164.0,35.0,42.6
29207,2008,174.0,48.0,54.0
29207,2009,168.0,45.5,51.5
29207,2010,136.4,41.0,58.0
29207,2011,145.3,45.0,54.8
29207,2012,129.6,38.9,64.0
29207,2013,185.1,44.8,74.6
29207,2014,190.2,48.3,56.9
29207,2016,147.1,45.1,77.8
29207,2017,169.2,48.1,73.8
29207,2018,172.5,51.2,65.3
29207,2019,170.1,54.4,68.0
29209,2010,89.3,,
29211,2000,138.1,38.5,54.0
29211,2001,112.5,30.3,
29211,2002,102.0,34.3,
29211,2003,74.8,22.4,66.0
29211,2004,146.8,44.5,48.2
29211,2005,85.9,39.2,
29211,2006,137.0,40.0,50.0
29211,2007,114.0,41.0,50.6
29211,2008,104.0,26.5,41.5
29211,2009,122.0,36.5,
29211,2010,91.8,38.2,46.0
29211,2011,118.1,36.8,42.7
29211,2012,45.9,20.8,
29211,2013,95.5,24.0,
29211,2014,162.7,38.6,35.8
29211,2015,120.9,30.6,
29211,2019,121.8,,
29215,2000,82.2,,
29215,2001,91.5,,
29215,2008,123.0,,
29215,2009,110.0,,
29215,2013,134.4,,
29215,2019,126.7,,
29217,2000,125.9,15.4,49.5
29217,2001,131.2,27.3,60.5
29217,2002,89.9,14.8,36.6
29217,2003,81.8,21.0,62.9
29217,2004,151.9,40.3,49.2
29217,2005,124.2,35.5,48.2
29217,2006,120.0,20.0,35.9
29217,2007,130.0,33.0,28.3
29217,2008,119.0,33.0,43.5
29217,2009,135.0,41.5,40.0
29217,2010,122.9,34.9,26.9
29217,2012,67.7,22.1,
29217,2013,93.5,,
29217,2015,122.5,35.1,
29217,2016,147.5,,78.2
29219,2000,136.1,41.9,43.1
29219,2001,123.6,42.8,56.9
29219,2002,87.8,31.3,40.4
29219,2003,109.7,32.2,57.8
29219,2004,150.4,43.5,50.7
29219,2005,85.1,34.0,42.4
29219,2006,129.0,37.0,45.0
29219,2007,111.0,28.0,43.0
29219,2008,155.0,46.0,52.5
29219,2009,143.0,41.0,48.5
29219,2010,126.3,47.6,41.0
29219,2011,98.0,32.7,53.2
29219,2012,50.0,28.6,
29219,2013,149.6,,
29219,2014,187.6,49.9,68.4
29219,2016,154.0,48.2,69.0
29219,2017,160.7,50.3,52.6
29219,2019,149.3,47.5,65.6
29223,2000,119.5,29.3,44.6
29223,2001,125.9,33.2,
29223,2002,95.5,26.5,
29223,2003,126.7,33.1,47.5
29223,2004,135.0,34.0,40.0
29223,2005,117.5,30.4,
29223,2008,116.0,34.5,29.5
29223,2009,121.0,29.5,33.0
29223,2010,77.0,,
29223,2012,53.8,,
29223,2013,95.0,30.9,35.0
29223,2015,120.0,41.0,33.3
29223,2017,133.3,36.8,
29225,2000,88.0,,
29225,2001,104.8,,
29225,2002,107.5,,40.0
29225,2003,63.3,,58.6
29225,2004,133.3,,
29225,2008,123.0,43.0,35.5
29225,2009,135.0,35.5,40.0
29225,2010,115.0,32.2,40.7
29225,2011,80.6,27.5,26.7
29225,2013,125.8,40.6,
29225,2014,122.2,29.9,
29225,2015,106.9,36.4,
29225,2016,157.4,52.7,44.5
29225,2017,123.6,39.7,53.4
29225,2018,70.0,,50.0
29225,2019,160.8,53.8,
29227,2000,139.5,38.5,
29227,2001,105.7,35.9,
29227,2002,96.3,32.8,
29227,2003,105.3,23.8,
29227,2004,149.7,46.2,48.0
29227,2005,143.5,44.2,50.0
29227,2006,130.0,41.0,
29227,2007,128.0,41.0,36.9
29227,2008,108.0,25.0,26.5
29227,2009,131.0,39.0,
29227,2010,93.3,41.0,
29227,2011,112.5,,
29227,2012,60.4,30.9,
29227,2013,118.5,29.4,
29227,2014,190.4,48.2,
29227,2015,126.2,38.2,
29227,2016,159.3,49.9,
29227,2017,144.4,43.2,
29227,2018,105.2,38.8,
29229,2009,155.0,,
30003,2000,137.0,,37.0
30003,2008,125.0,,37.5
30003,2009,146.0,,43.5
30003,2010,130.0,,49.6
30003,2011,150.0,,47.1
30003,2012,69.4,,37.6
30005,2015,107.5,,32.4
30009,2000,150.0,,30.0
30009,2001,169.0,,26.0
30009,2002,139.0,,24.0
30009,2003,144.0,,25.0
30009,2004,139.0,,32.0
30009,2005,157.0,,29.0
30009,2006,158.0,,18.0
30009,2007,156.0,,28.0
30009,2008,133.0,,25.0
30009,2009,154.0,,
30009,2010,160.0,,32.4
30009,2011,158.8,,26.6
30009,2012,154.2,,
30009,2013,150.0,,
30009,2014,163.6,,32.3
30009,2016,166.9,,
30011,2014,44.6,,40.9
30011,2015,46.7,,41.5
30015,2014,92.6,,42.4
30017,2000,160.0,,24.0
30017,2001,129.0,,
30017,2002,133.0,,19.0
30017,2003,148.0,,29.0
30017,2004,123.0,,17.0
30017,2005,171.0,,32.0
30017,2006,161.0,,37.0
30017,2007,155.0,,31.0
30017,2008,132.0,,27.5
30017,2009,159.0,,28.5
30017,2010,165.1,,31.8
30017,2011,156.5,,30.4
30017,2012,133.3,,23.5
30017,2013,130.7,,36.3
30017,2014,143.9,,40.8
30019,2014,68.4,,
30019,2015,76.3,,31.65
30021,2000,140.0,,27.5
30021,2001,131.0,,28.0
30021,2002,131.0,,27.0
30021,2003,134.0,,30.0
30021,2004,123.0,,28.0
30021,2005,141.0,,36.5
30021,2006,148.0,,20.0
30021,2007,154.0,,30.0
30021,2008,116.0,,29.0
30021,2009,133.0,,34.5
30021,2010,146.1,,43.0
30021,2011,164.7,,
30021,2013,155.0,,
30021,2016,61.7,,
30025,2007,40.0,,
30025,2008,27.0,,24.25
30025,2013,70.5,,39.5
30025,2015,55.7,,
30025,2016,47.3,,
30031,2002,0.0,,45.0
30033,2010,86.7,,42.0
30033,2014,55.0,,35.0
30033,2016,70.0,,36.5
30047,2002,127.0,,37.0
30047,2003,120.0,,45.0
30047,2005,145.0,,55.0
30047,2006,134.0,,61.0
30047,2007,136.0,,58.0
30047,2008,115.0,,
30047,2012,115.0,,31.6
30055,2012,117.0,,
30055,2014,92.0,,
30065,2008,45.0,,22.5
30079,2001,128.0,,23.0
30079,2002,118.0,,24.0
30079,2003,133.0,,34.0
30079,2007,161.0,,28.0
30079,2008,122.0,,28.5
30079,2009,145.0,,29.0
30079,2010,150.0,,39.3
30079,2013,130.0,,36.4
30083,2000,112.0,,28.0
30083,2001,136.0,,32.0
30083,2002,129.0,,24.5
30083,2003,120.0,,26.5
30083,2004,118.0,,29.5
30083,2005,115.0,,32.5
30083,2006,154.0,,26.5
30083,2007,136.0,,29.0
30083,2008,129.0,,15.25
30083,2009,153.0,,29.25
30083,2010,139.2,,38.5
30083,2011,136.2,,34.6
30083,2012,89.4,,31.35
30083,2013,140.3,,37.8
30083,2014,116.5,,31.6
30083,2015,132.5,,25.1
30083,2016,112.0,,47.0
30085,2001,0.0,,27.0
30085,2002,0.0,,27.0
30085,2008,160.0,,21.5
30087,2000,136.0,,24.5
30087,2001,159.0,,26.0
30087,2002,144.0,,22.0
30087,2003,132.0,,34.0
30087,2004,136.0,,27.0
30087,2005,165.0,,32.0
30087,2006,140.0,,33.0
30087,2007,166.0,,29.0
30087,2008,154.0,,33.5
30087,2009,173.0,,35.5
30087,2010,165.5,,46.7
30087,2011,136.0,,
30087,2012,111.7,,
30091,2014,70.8,,30.0
30091,2016,100.0,,41.4
30095,2001,150.0,,16.0
30095,2002,163.0,,16.0
30095,2003,176.0,,23.0
30095,2004,180.0,,24.0
30095,2005,167.0,,34.0
30095,2007,180.0,,28.0
30095,2008,155.0,,29.0
30095,2009,188.0,,30.0
30095,2010,99.5,,30.2
30095,2011,77.5,,31.3
30095,2014,175.0,,34.7
30101,2013,97.0,,44.05
30103,2000,174.0,,19.0
30103,2001,179.0,,
30103,2002,165.0,,
30103,2003,179.0,,
30103,2004,180.0,,
30103,2005,169.0,,
30103,2006,192.0,,
30103,2007,190.0,,
30103,2008,173.0,,31.5
30103,2009,204.0,,26.0
30103,2010,162.2,,
30103,2011,185.7,,28.7
30103,2013,171.4,,33.0
30105,2007,70.0,,27.5
30105,2008,43.0,,25.25
30105,2010,110.0,,41.5
30105,2012,105.2,,53.4
30105,2015,97.0,,35.599999999999994
30105,2016,120.0,,49.2
30109,2006,56.0,,34.0
30109,2007,67.0,,
30111,2000,164.0,,23.0
30111,2001,175.0,,24.0
30111,2002,148.0,,19.0
30111,2003,155.0,,27.0
30111,2004,158.0,,27.0
30111,2005,153.0,,36.0
30111,2006,174.0,,29.0
30111,2007,186.0,,30.0
30111,2008,141.0,,33.0
30111,2009,182.0,,30.5
30111,2010,145.6,,36.7
30111,2011,99.8,,35.0
30111,2012,98.6,,24.0
30111,2013,127.5,,30.7
30111,2014,124.4,,45.9
30111,2015,164.6,,40.8
30111,2016,119.3,,
31001,2000,146.5,46.3,38.2
31001,2001,170.2,52.6,38.5
31001,2002,159.5,45.2,39.0
31001,2003,171.6,50.5,51.4
31001,2004,180.3,51.5,41.1
31001,2005,174.5,59.2,45.1
31001,2006,169.9,58.4,38.7
31001,2007,177.7,55.4,48.0
31001,2008,181.0,56.5,45.0
31001,2009,190.3,57.5,47.5
31001,2010,186.0,58.9,43.3
31001,2011,195.1,65.7,
31001,2012,185.8,56.8,47.5
31001,2013,184.5,57.0,
31001,2014,183.3,55.9,44.9
31001,2015,208.8,66.0,31.6
31001,2016,186.6,65.2,
31001,2017,199.7,66.2,
31001,2018,215.4,66.0,56.4
31001,2019,195.9,62.4,51.2
31003,2000,127.5,42.1,
31003,2001,145.4,46.8,
31003,2002,140.0,43.5,
31003,2003,163.7,46.3,
31003,2004,169.1,45.4,49.0
31003,2005,164.1,50.9,43.8
31003,2006,174.7,51.0,54.9
31003,2007,169.7,50.3,40.6
31003,2008,176.0,52.0,
31003,2009,194.9,57.5,
31003,2010,180.5,56.3,
31003,2011,174.6,53.4,47.2
31003,2012,174.9,52.5,
31003,2013,186.1,56.1,
31003,2014,185.9,57.7,
31003,2015,198.6,61.7,
31003,2016,203.0,63.7,
31003,2017,208.7,60.1,
31003,2018,205.7,59.6,
31003,2019,210.1,,
31005,2000,123.3,,
31005,2001,124.4,,
31005,2002,132.0,,
31005,2003,150.0,,
31005,2004,130.0,,
31005,2005,160.0,,
31005,2006,174.0,,32.0
31005,2007,165.0,,
31007,2000,69.0,,26.5
31007,2001,94.9,,27.9
31007,2002,82.1,,21.6
31007,2003,86.4,,32.9
31007,2004,115.3,,29.2
31007,2005,125.0,,34.7
31007,2006,97.5,,32.6
31007,2007,126.7,,29.6
31007,2008,104.0,,34.0
31007,2010,100.0,,29.7
31007,2011,88.4,,37.5
31007,2012,75.1,,26.1
31007,2014,90.3,,43.1
31007,2016,81.9,,34.1
31009,2000,129.2,,
31009,2001,148.6,,
31009,2002,120.0,,
31009,2003,132.7,,
31009,2004,173.0,,
31009,2005,145.0,,
31009,2006,145.0,,
31009,2007,143.0,,56.0
31009,2014,154.3,,
31009,2015,167.2,,
31009,2016,153.8,,
31011,2000,119.3,37.4,
31011,2001,152.2,46.3,42.5
31011,2002,136.9,40.3,
31011,2003,150.7,41.5,45.9
31011,2004,159.2,42.1,57.0
31011,2005,162.5,52.2,40.4
31011,2006,155.0,52.5,45.7
31011,2007,159.7,50.2,43.1
31011,2008,170.0,49.5,
31011,2009,186.5,57.0,
31011,2010,170.9,54.9,
31011,2011,157.4,54.4,52.0
31011,2012,141.8,43.9,
31011,2013,181.5,58.1,
31011,2014,193.6,57.8,
31011,2015,190.6,58.5,
31011,2016,199.6,66.1,
31011,2017,189.3,61.8,
31011,2018,196.0,64.0,
31011,2019,205.8,,
31013,2000,135.9,,47.3
31013,2001,136.4,,40.5
31013,2002,145.5,,32.9
31013,2003,156.8,,46.0
31013,2004,146.6,,43.7
31013,2005,171.1,,48.1
31013,2006,162.6,,42.8
31013,2007,158.7,,37.5
31013,2008,140.0,,42.0
31013,2009,153.3,,49.0
31013,2010,152.0,,38.1
31013,2011,151.0,,49.9
31013,2012,141.7,,44.0
31013,2013,147.0,,51.2
31013,2014,160.0,,61.5
31013,2015,147.3,,44.8
31013,2016,163.4,,43.3
31013,2017,137.8,,47.2
31013,2018,168.3,,53.4
31013,2019,150.4,,
31015,2000,53.7,23.1,27.8
31015,2001,98.7,29.9,25.0
31015,2002,67.6,18.3,34.0
31015,2003,58.3,17.4,48.5
31015,2004,79.2,18.4,29.0
31015,2005,59.6,27.0,38.0
31015,2006,67.0,34.0,35.1
31015,2007,84.5,35.2,43.4
31015,2008,122.0,37.5,51.0
31015,2009,142.0,48.0,49.5
31015,2010,140.5,48.3,55.8
31015,2011,127.8,44.1,60.9
31015,2012,72.2,17.3,52.3
31015,2015,149.3,50.5,
31015,2017,153.0,56.7,
31015,2019,157.2,,
31017,2000,136.2,49.7,
31017,2001,144.6,51.6,
31017,2002,155.7,49.7,
